"Resource ID(s)","Resource type","Status","Contributed by","Date","Audio Library Catalog ID","Koan Case #","Talk Location","Title","Caption or Other Speaker","Extracted Text","Speaker","Koan Collection","Track","Genre","Duration","Training Quarter"
36488,"Audio","Active","Administrator","2005-03-25 12:59","T39","10","Zen Mountain Monastery","Mujo's Thieving Phony","","","Geoffrey Shugen Arnold","","10","None","0:54:32 (approx)","2005 Spring Ango"
36487,"Audio","Active","Administrator","2005-03-20 12:59","T36","16","Zen Mountain Monastery","Jinching's Person In The Weeds","","","John Daido Loori","","16","None","0:44:14 (approx)","2005 Spring Ango"
36486,"Audio","Active","Administrator","2005-03-19 12:59","T35","","Zen Mountain Monastery","Fusatsu: Vowing The Impossible","","","John Daido Loori","","1","None","0:08:13 (approx)","2005 Spring Ango"
36485,"Audio","Active","Administrator","2005-03-19 12:59","T34.9","","Zen Mountain Monastery","Eight Gates Retreat, Tape 9","","","John Daido Loori","","1","None","1:32:04 (approx)","2005 Spring Ango"
36484,"Audio","Active","Administrator","2005-03-18 12:59","T34.8","","Zen Mountain Monastery","Eight Gates Retreat, Tape 8","","","John Daido Loori","","1","None","1:31:41 (approx)","2005 Spring Ango"
36483,"Audio","Active","Administrator","2005-03-18 12:59","T34.7","","Zen Mountain Monastery","Eight Gates Retreat, Tape 7","","","John Daido Loori","","1","None","1:30:12 (approx)","2005 Spring Ango"
36482,"Audio","Active","Administrator","2005-03-18 12:59","T34.6","","Zen Mountain Monastery","Eight Gates Retreat, Tape 6","","","John Daido Loori","","1","None","1:29:34 (approx)","2005 Spring Ango"
36481,"Audio","Active","Administrator","2005-03-17 12:59","T34.5","","Zen Mountain Monastery","Eight Gates Retreat, Tape 5","","","John Daido Loori","","1","None","1:19:49 (approx)","2005 Spring Ango"
36480,"Audio","Active","Administrator","2005-03-17 12:59","T34.4","","Zen Mountain Monastery","Eight Gates Retreat, Tape 4","","","John Daido Loori","","1","None","1:32:29 (approx)","2005 Spring Ango"
36479,"Audio","Active","Administrator","2005-03-16 12:59","T34.3","","Zen Mountain Monastery","Eight Gates Retreat, Tape 3","","","John Daido Loori","","1","None","1:29:33 (approx)","2005 Spring Ango"
36478,"Audio","Active","Administrator","2005-03-16 12:59","T34.2","","Zen Mountain Monastery","Eight Gates Retreat, Tape 2","","","John Daido Loori","","1","None","1:33:03 (approx)","2005 Spring Ango"
36477,"Audio","Active","Administrator","2005-03-16 12:59","T34.1","","Zen Mountain Monastery","Eight Gates Retreat, Tape 1","","","John Daido Loori","","1","None","1:29:22 (approx)","2005 Spring Ango"
36476,"Audio","Active","Administrator","2005-03-19 12:59","T34.11","","Zen Mountain Monastery","Eight Gates Retreat, Tape 11","","","John Daido Loori","","1","None","0:29:24 (approx)","2005 Spring Ango"
36475,"Audio","Active","Administrator","2005-03-19 12:59","T34.10","","Zen Mountain Monastery","Eight Gates Retreat, Tape 10","","","John Daido Loori","","1","None","1:32:36 (approx)","2005 Spring Ango"
36474,"Audio","Active","Administrator","2005-03-15 12:59","T33","","Zen Mountain Monastery","Intro. To Eight Gates Retreat","","","John Daido Loori","","1","None","0:29:23 (approx)","2005 Spring Ango"
36473,"Audio","Active","Administrator","2005-03-13 12:59","T32","","Zen Mountain Monastery","Guishan's Light Emanating Samadhi","","","John Daido Loori","Koans of the Way of Reality","1","None","0:40:56 (approx)","2005 Spring Ango"
36472,"Audio","Active","Administrator","2005-03-10 12:59","T31.2","","Zen Mountain Monastery","Mondo On Abidharma, Tape 2","","","John Daido Loori","","1","None","0:25:37 (approx)","2005 Spring Ango"
36471,"Audio","Active","Administrator","2005-03-10 12:59","T31.1","","Zen Mountain Monastery","Mondo On Abidharma, Tape 1","","","John Daido Loori","","1","None","0:43:25 (approx)","2005 Spring Ango"
36470,"Audio","Active","Administrator","2005-03-06 12:59","T30","","Zen Mountain Monastery","Ango Opening, Spring 2005","","","John Daido Loori","","1","None","0:43:14 (approx)","2005 Spring Ango"
36469,"Audio","Active","Administrator","2005-03-05 12:59","T29","","Zen Mountain Monastery","Nanyue's "" It Cannot Be Defiled""","","","John Daido Loori","Koans of the Way of Reality","1","None","0:47:05 (approx)","2005 Spring Ango"
36468,"Audio","Active","Administrator","2005-02-27 12:59","T28","","Zen Mountain Monastery","Yunmen's Seeing And Hearing","","","John Daido Loori","Koans of the Way of Reality","1","None","0:41:13 (approx)","2005 Winter"
36467,"Audio","Active","Administrator","2005-02-26 12:59","T27","30","Zen Mountain Monastery","Huike","","","Geoffrey Shugen Arnold","Transmission of the Light","30","None","0:58:37 (approx)","2005 Winter"
36466,"Audio","Active","Administrator","2005-02-25 12:59","T26","","Zen Mountain Monastery","Bodhidharma Sat Facing A Wall","","","Jody Hojin Kimmel","","1","None","0:40:37 (approx)","2005 Winter"
36465,"Audio","Active","Administrator","2005-02-23 12:59","T24","28","Zen Mountain Monastery","Well-known Longtan","","","Geoffrey Shugen Arnold","Gateless Gate","28","None","0:56:32 (approx)","2005 Winter"
36464,"Audio","Active","Administrator","2005-01-30 12:59","T20","","Zen Mountain Monastery","Jiashan's Dharmakaya","","","John Daido Loori","Koans of the Way of Reality","1","None","0:28:54 (approx)","2005 Winter"
36463,"Audio","Active","Administrator","2005-01-29 12:59","T19","","Zen Mountain Monastery","Dongshan's "" How Dirty Is The Water""","","","John Daido Loori","Koans of the Way of Reality","1","None","0:43:30 (approx)","2005 Winter"
36462,"Audio","Active","Administrator","2005-01-23 12:59","T14","","Zen Mountain Monastery","Layman Pang's Snowflakes","","","John Daido Loori","Koans of the Way of Reality","1","None","0:38:35 (approx)","2005 Winter"
36461,"Audio","Active","Administrator","2005-01-20 12:59","T13","","Zen Mountain Monastery","Mondo: Oblate Program","","","John Daido Loori","","1","None","0:54:07 (approx)","2005 Winter"
36460,"Audio","Active","Administrator","2005-01-09 12:59","T11","","Zen Mountain Monastery","The Earth Spirit Finds Dongshan","","","John Daido Loori","Koans of the Way of Reality","1","None","0:38:30 (approx)","2005 Winter"
36459,"Audio","Active","Administrator","2005-01-06 12:59","T10.2","","Zen Mountain Monastery","Mondo: On Cleaning And Compassion 2","","","John Daido Loori","","1","None","0:08:35 (approx)","2005 Winter"
36458,"Audio","Active","Administrator","2005-01-06 12:59","T10.1","","Zen Mountain Monastery","Mondo: On Cleaning And Compassion 1","","","John Daido Loori","","1","None","1:30:05 (approx)","2005 Winter"
36457,"Audio","Active","Administrator","2004-12-05 12:59","46E","","Zen Center of New York City","Mondo On Winter Practice Period","","","Geoffrey Shugen Arnold","","1","None","0:57:40 (approx)","2005 Winter"
36456,"Audio","Active","Administrator","2004-11-07 12:59","37E","","Zen Center of New York City","Long Run - Heart Sutra","","","Bonnie Myotai Treace","","1","None","0:36:03 (approx)","2004 Fall Ango"
36455,"Audio","Active","Administrator","2004-10-31 12:59","36E","12","Zen Center of New York City","Ruiyan Calls "" Master ""","","","Geoffrey Shugen Arnold","Gateless Gate","12","None","0:47:49 (approx)","2004 Fall Ango"
36454,"Audio","Active","Administrator","2004-10-24 12:59","35E","41","Zen Center of New York City","Deathbed Conversation","","","Bonnie Myotai Treace","Book of Serenity","41","None","0:34:52 (approx)","2004 Fall Ango"
36453,"Audio","Active","Administrator","2004-10-11 12:59","34E","","Zen Center of New York City","Paths","","","Bonnie Myotai Treace","","1","None","0:48:02 (approx)","2004 Fall Ango"
36452,"Audio","Active","Administrator","2004-10-02 12:59","33E","98","Zen Center of New York City","Trust And Teaching ( Poor Sound )T'ien P'ing's "" Travels On Foot ""","","","Geoffrey Shugen Arnold","","98","None","0:48:29 (approx)","2004 Fall Ango"
36451,"Audio","Active","Administrator","2004-09-19 12:59","31E","","Zen Center of New York City","Catching Fire","","","Bonnie Myotai Treace","","1","None","0:30:37 (approx)","2004 Fall Ango"
36450,"Audio","Active","Administrator","2004-09-18 12:59","30E","","Zen Center of New York City","Fusatsu: Fall Ango 2004","","","Bonnie Myotai Treace","","1","None","0:23:24 (approx)","2004 Fall Ango"
36449,"Audio","Active","Administrator","2004-09-06 12:59","29E","45","Zen Center of New York City","Who Is That?","","","Bonnie Myotai Treace","Gateless Gate","45","None","0:45:24 (approx)","2004 Fall Ango"
36448,"Audio","Active","Administrator","2004-08-05 12:59","25E.1","","Zen Center of New York City","Homedweller Series: Precepts (tape 1)","","","John Daido Loori","","1","None","0:59:45 (approx)","2004 Summer"
36447,"Audio","Active","Administrator","2004-07-29 12:59","24E.2","","Zen Center of New York City","Homedweller Series: Human Relationships (tape 2)","","","John Daido Loori","","1","None","0:17:04 (approx)","2004 Summer"
36446,"Audio","Active","Administrator","2004-07-29 12:59","24E.1","","Zen Center of New York City","Homedweller Series: Human Relationships (tape 1)","","","John Daido Loori","","1","None","1:31:14 (approx)","2004 Summer"
36445,"Audio","Active","Administrator","2004-07-25 12:59","23E","","Zen Center of New York City","Is There Any Ground?","","","Jody Hojin Kimmel","","1","None","0:42:50 (approx)","2004 Summer"
36444,"Audio","Active","Administrator","2004-04-25 12:59","9E","5","Zen Center of New York City","Xiangyan's Person Up A Tree","","","Bonnie Myotai Treace","Gateless Gate","5","None","0:40:06 (approx)","2004 Spring Ango"
36443,"Audio","Active","Administrator","2004-04-24 12:59","8E","","Zen Center of New York City","Singing The Long Song","","","Bonnie Myotai Treace","","1","None","0:28:34 (approx)","2004 Spring Ango"
36442,"Audio","Active","Administrator","2004-04-18 12:59","7E.2","","Zen Center of New York City","Mondo: F.a.q's - Part 2 (sound Level Is Sometimes Low)","","","Bonnie Myotai Treace","","1","None","0:26:51 (approx)","2004 Spring Ango"
36441,"Audio","Active","Administrator","2004-04-10 12:59","7E.1","","Zen Center of New York City","Mondo For Ango Art Practice (Part 1)","","","Bonnie Myotai Treace","","1","None","1:01:07 (approx)","2004 Spring Ango"
36440,"Audio","Active","Administrator","2004-04-07 12:59","6E","","Zen Center of New York City","Fusatsu - Endless Mystery","","","Bonnie Myotai Treace","","1","None","0:17:21 (approx)","2004 Spring Ango"
36439,"Audio","Active","Administrator","2004-04-04 12:59","5E","","Zen Center of New York City","Spring Magic","","","Bonnie Myotai Treace","","1","None","0:33:05 (approx)","2004 Spring Ango"
36438,"Audio","Active","Administrator","2004-03-28 12:59","4E","24","Zen Center of New York City","Abandon Words And Speaking","","","Bonnie Myotai Treace","Gateless Gate","24","None","0:35:35 (approx)","2004 Spring Ango"
36437,"Audio","Active","Administrator","2004-03-27 12:59","3E","","Zen Center of New York City","Fusatsu - Transcending Borders","","","Bonnie Myotai Treace","","1","None","0:28:01 (approx)","2004 Spring Ango"
36436,"Audio","Active","Administrator","2004-03-07 12:59","2E","","Zen Center of New York City","Kisagotami’s Teachings","","","Bonnie Myotai Treace","","1","None","0:41:20 (approx)","2004 Spring Ango"
36435,"Audio","Active","Administrator","2004-02-29 12:59","99D","","Zen Center of New York City","Zhaozhou’s No Winning Or Losing","","","Geoffrey Shugen Arnold","","1","None","0:44:58 (approx)","2004 Winter"
36434,"Audio","Active","Administrator","2004-02-08 12:59","96D","17","Zen Center of New York City","Fayan’s Hairsbreadth","","","Geoffrey Shugen Arnold","Book of Serenity","17","None","0:42:28 (approx)","2004 Winter"
36433,"Audio","Active","Administrator","2004-02-01 12:59","95D","44","Zen Center of New York City","Basho And A Stick","","","Geoffrey Shugen Arnold","Gateless Gate","44","None","0:49:38 (approx)","2004 Winter"
36432,"Audio","Active","Administrator","2004-02-01 12:59","94D","","Zen Center of New York City","Return To The Great Ocean","","","Geoffrey Shugen Arnold","","1","None","0:45:16 (approx)","2004 Winter"
36431,"Audio","Active","Administrator","2004-01-04 12:59","89D","","Zen Center of New York City","Despair And Resilience","Myotei Sensei","","","","1","None","0:54:16 (approx)","2004 Winter"
36430,"Audio","Active","Administrator","2004-12-31 12:59","T9","","Zen Mountain Monastery","Fusatsu","","","John Daido Loori","","1","None","0:14:51 (approx)","2005 Winter"
36429,"Audio","Active","Administrator","2004-12-30 12:59","T8","","Zen Mountain Monastery","Yangshan's "" Entering The Dharma Gate""","","","John Daido Loori","Koans of the Way of Reality","1","None","0:40:13 (approx)","2005 Winter"
36428,"Audio","Active","Administrator","2004-12-29 12:59","T7","40","Zen Mountain Monastery","Nanchuan's "" It's Like A Dream""","","","Geoffrey Shugen Arnold","","40","None","0:54:06 (approx)","2005 Winter"
36427,"Audio","Active","Administrator","2004-12-19 12:59","T5","","Zen Mountain Monastery","Twelve-faced Kuan-Yin","","","John Daido Loori","Koans of the Way of Reality","1","None","0:37:06 (approx)","2005 Winter"
36426,"Audio","Active","Administrator","2004-12-12 12:59","T4","31","Zen Mountain Monastery","Yunmen's Pillars","","","Geoffrey Shugen Arnold","Book of Serenity","31","None","0:43:51 (approx)","2005 Winter"
36425,"Audio","Active","Administrator","2004-12-11 12:59","T3","","Zen Mountain Monastery","Purple - Robed Worthy","","","John Daido Loori","Koans of the Way of Reality","1","None","0:44:28 (approx)","2005 Winter"
36424,"Audio","Active","Administrator","2004-12-05 12:59","T2","","Zen Mountain Monastery","Changqing's Original Body","","","John Daido Loori","Koans of the Way of Reality","1","None","0:35:04 (approx)","2005 Winter"
36423,"Audio","Active","Administrator","2004-11-28 12:59","T1","","Zen Mountain Monastery","Jinching's "" What Source Is That? ""","","","John Daido Loori","Koans of the Way of Reality","1","None","0:38:46 (approx)","2005 Winter"
36422,"Audio","Active","Administrator","2004-11-21 12:59","S99","","Zen Mountain Monastery","Dharma Combat: Gratitude And Giving","","","John Daido Loori","","1","None","1:01:39 (approx)","2004 Fall Ango"
36421,"Audio","Active","Administrator","2004-11-20 12:59","S98","","Zen Mountain Monastery","The Seven Wise Women","","","John Daido Loori","Koans of the Way of Reality","1","None","0:39:18 (approx)","2004 Fall Ango"
36420,"Audio","Active","Administrator","2004-11-19 12:59","S97","31","Zen Mountain Monastery","Zhaozhou Saw Through The Old Woman","","","Geoffrey Shugen Arnold","Gateless Gate","1","None","0:44:29 (approx)","2004 Fall Ango"
36419,"Audio","Active","Administrator","2004-11-18 12:59","S96","","Zen Mountain Monastery","Uncertainty","","","Jody Hojin Kimmel","","1","None","0:41:04 (approx)","2004 Fall Ango"
36418,"Audio","Active","Administrator","2004-11-17 12:59","S95","","Zen Mountain Monastery","On "" Five Pieces Of Advice""","","","Ron Hogen Green","","1","None","0:54:59 (approx)","2004 Fall Ango"
36417,"Audio","Active","Administrator","2004-11-14 12:59","S94","","Zen Mountain Monastery","Jinhua And Nun Shiji","","","John Daido Loori","Koans of the Way of Reality","1","None","0:35:45 (approx)","2004 Fall Ango"
36416,"Audio","Active","Administrator","2004-11-12 12:59","S93","","Zen Mountain Monastery","Qigong Retreat INtroduction ( Poor Sound )","","","Geoffrey Shugen Arnold","","1","None","0:28:40 (approx)","2004 Fall Ango"
36415,"Audio","Active","Administrator","2004-11-07 12:59","S92","","Zen Mountain Monastery","Jesus Walks On Water","","","John Daido Loori","Koans of the Way of Reality","1","None","0:47:58 (approx)","2004 Fall Ango"
36414,"Audio","Active","Administrator","2004-11-06 12:59","S91","","Zen Mountain Monastery","Fusatsu - Practicing Within Conflict","","","Geoffrey Shugen Arnold","","1","None","0:28:40 (approx)","2004 Fall Ango"
36413,"Audio","Active","Administrator","2004-11-06 12:59","S89.7","","Zen Mountain Monastery","Shobogenzo Jinzu - Session 4 (continued)Last Tape In Set","","","John Daido Loori","","1","None","0:20:32 (approx)","2004 Fall Ango"
36412,"Audio","Active","Administrator","2004-11-06 12:59","S89.6","","Zen Mountain Monastery","Shobogenzo Jinzu - Session 4","","","John Daido Loori","","1","None","1:33:38 (approx)","2004 Fall Ango"
36411,"Audio","Active","Administrator","2004-11-05 12:59","S89.5","","Zen Mountain Monastery","Shobogenzo Jinzu - Session 3 (continued)","","","John Daido Loori","","1","None","0:57:45 (approx)","2004 Fall Ango"
36410,"Audio","Active","Administrator","2004-11-04 12:59","S89.4","","Zen Mountain Monastery","Shobogenzo Jinzu - Sessions 2 And 3","","","John Daido Loori","","1","None","1:01:11 (approx)","2004 Fall Ango"
36409,"Audio","Active","Administrator","2004-11-03 12:59","S89.3","","Zen Mountain Monastery","Shobogenzo Jinzu - Sessions 1 And 2","","","John Daido Loori","","1","None","1:30:49 (approx)","2004 Fall Ango"
36408,"Audio","Active","Administrator","2004-11-03 12:59","S89.2","","Zen Mountain Monastery","Shobogenzo Jinzu - Session 1","","","John Daido Loori","","1","None","1:32:27 (approx)","2004 Fall Ango"
36407,"Audio","Active","Administrator","2004-11-02 12:59","S89.1","","Zen Mountain Monastery","Shobogenzo Jinzu - Introductory Remarks","","","Geoffrey Shugen Arnold","","1","None","0:14:03 (approx)","2004 Fall Ango"
36406,"Audio","Active","Administrator","2004-10-31 12:59","S88","","Zen Mountain Monastery","Yangwu's Words WIthout Words","","","John Daido Loori","Koans of the Way of Reality","1","None","0:38:47 (approx)","2004 Fall Ango"
36405,"Audio","Active","Administrator","2004-10-28 12:59","S87","","Zen Mountain Monastery","Hungry Ghost Mondo","","","John Daido Loori","","1","None","0:31:02 (approx)","2004 Fall Ango"
36404,"Audio","Active","Administrator","2004-10-24 12:59","S86","","Zen Mountain Monastery","Dharma Combat: On Jinzu","","","John Daido Loori","","1","None","1:09:15 (approx)","2004 Fall Ango"
36403,"Audio","Active","Administrator","2004-10-23 12:59","S85","","Zen Mountain Monastery","Pangyun's One Vehicle","","","John Daido Loori","Koans of the Way of Reality","1","None","0:43:46 (approx)","2004 Fall Ango"
36402,"Audio","Active","Administrator","2004-10-22 12:59","S84","18","Zen Mountain Monastery","Zhaozhou's Dog","","","Geoffrey Shugen Arnold","Book of Serenity","18","None","0:48:47 (approx)","2004 Fall Ango"
36401,"Audio","Active","Administrator","2004-10-21 12:59","S83","58","Zen Mountain Monastery","The Diamond Scripture's Revilement","","","Geoffrey Shugen Arnold","Book of Serenity","58","None","0:50:20 (approx)","2004 Fall Ango"
36400,"Audio","Active","Administrator","2004-10-17 12:59","S81","","Zen Mountain Monastery","Jukai Ceremony - Fall 2004","","","John Daido Loori","","1","None","1:04:30 (approx)","2004 Fall Ango"
36399,"Audio","Active","Administrator","2004-10-15 12:59","S75","","Zen Mountain Monastery","Diamond Sutra Retreat, Introduction","","","Geoffrey Shugen Arnold","","1","None","0:25:37 (approx)","2004 Fall Ango"
36398,"Audio","Active","Administrator","2004-10-14 12:59","S74","","Zen Mountain Monastery","Fusatsu: Silent Contemplation ( Not For Sale)","","","John Daido Loori","","1","None","0:15:41 (approx)","2004 Fall Ango"
36397,"Audio","Active","Administrator","2004-10-10 12:59","S73","35","Zen Mountain Monastery","Luopu's Acquiescence","","","Geoffrey Shugen Arnold","Book of Serenity","35","None","0:43:14 (approx)","2004 Fall Ango"
36396,"Audio","Active","Administrator","2004-10-07 12:59","S72.2","","Zen Mountain Monastery","Mondo: Ango Art Practice, Fall 2004 (part 2)","","","John Daido Loori","","1","None","0:17:32 (approx)","2004 Fall Ango"
36395,"Audio","Active","Administrator","2004-10-07 12:59","S72.1","","Zen Mountain Monastery","Mondo: Ango Art Practice, Fall 2004 (part 1)","","","John Daido Loori","","1","None","1:32:30 (approx)","2004 Fall Ango"
36394,"Audio","Active","Administrator","2004-10-03 12:59","S71","23","Zen Mountain Monastery","Baofu's Summit Of The Mystic Peak","","","John Daido Loori","","23","None","0:09:08 (approx)","2004 Fall Ango"
36393,"Audio","Active","Administrator","2004-09-26 12:59","S70","","Zen Mountain Monastery","Dharma Combat:Listen To This Old Monk's Dream","","","John Daido Loori","","1","None","0:56:27 (approx)","2004 Fall Ango"
36392,"Audio","Active","Administrator","2004-09-25 12:59","S69","51","Zen Mountain Monastery","Niutou And The Fourth Ancestor","","","John Daido Loori","True Dharma Eye","1","None","0:43:47 (approx)","2004 Fall Ango"
36391,"Audio","Active","Administrator","2004-09-24 12:59","S68","70","Zen Mountain Monastery","Jinshan Asks About Nature","","","Geoffrey Shugen Arnold","Book of Serenity","70","None","0:52:13 (approx)","2004 Fall Ango"
36390,"Audio","Active","Administrator","2004-09-22 12:59","S66","1","Zen Mountain Monastery","Zhaozhou's Mu","","","Geoffrey Shugen Arnold","Gateless Gate","1","None","0:53:34 (approx)","2004 Fall Ango"
36389,"Audio","Active","Administrator","2004-09-19 12:59","S65","31","Zen Mountain Monastery","Magu Carries His Ring Staff","","","John Daido Loori","","31","None","0:45:30 (approx)","2004 Fall Ango"
36388,"Audio","Active","Administrator","2004-09-18 12:59","S64","","Zen Mountain Monastery","Fusatsu: How Do We Take A Vow?","","","Geoffrey Shugen Arnold","","1","None","0:30:53 (approx)","2004 Fall Ango"
36387,"Audio","Active","Administrator","2004-09-12 12:59","S63","18","Zen Mountain Monastery","Nanquan And The Land Deity","","","John Daido Loori","True Dharma Eye","18","None","0:38:56 (approx)","2004 Fall Ango"
36386,"Audio","Active","Administrator","2004-09-09 12:59","S62.2","","Zen Mountain Monastery","Mondo On Jinzu - Spiritual Powers (part 2)","","","John Daido Loori","","1","None","0:19:00 (approx)","2004 Fall Ango"
36385,"Audio","Active","Administrator","2004-09-09 12:59","S62.1","","Zen Mountain Monastery","Mondo On Jinzu - Spiritual Powers (part 1)","","","John Daido Loori","","1","None","1:31:13 (approx)","2004 Fall Ango"
36384,"Audio","Active","Administrator","2004-09-05 12:59","S61","","Zen Mountain Monastery","Ango Opening Fall 2004","","","John Daido Loori","","1","None","0:42:24 (approx)","2004 Fall Ango"
36383,"Audio","Active","Administrator","2004-09-04 12:59","S60","","Zen Mountain Monastery","What Character Is This? ( Poor Sound )","","","John Daido Loori","Koans of the Way of Reality","1","None","0:46:48 (approx)","2004 Fall Ango"
36382,"Audio","Active","Administrator","2004-08-29 12:59","S59","","Zen Mountain Monastery","Kyosho's Full Ordination - Tokodo","","","John Daido Loori","","1","None","1:13:43 (approx)","2004 Summer"
36381,"Audio","Active","Administrator","2004-08-28 12:59","S58","","Zen Mountain Monastery","Yaoshan's Zen","","","John Daido Loori","Koans of the Way of Reality","1","None","0:43:06 (approx)","2004 Summer"
36380,"Audio","Active","Administrator","2004-08-27 12:59","S57","60","Zen Mountain Monastery","Iron Grinder, The Cow","","","Geoffrey Shugen Arnold","Book of Serenity","60","None","0:53:03 (approx)","2004 Summer"
36379,"Audio","Active","Administrator","2004-08-25 12:59","S55","45","Zen Mountain Monastery","Who Is The Other?","","","Geoffrey Shugen Arnold","Gateless Gate","45","None","0:40:47 (approx)","2004 Summer"
36378,"Audio","Active","Administrator","2004-08-22 12:59","S54","88","Zen Mountain Monastery","Xuan-sha's Guiding And Aiding Living Beings","","","Geoffrey Shugen Arnold","","88","None","0:48:10 (approx)","2004 Summer"
36377,"Audio","Active","Administrator","2004-08-15 12:59","S53","61","Zen Mountain Monastery","Jian-feng's "" One ""","","","Geoffrey Shugen Arnold","Book of Serenity","61","None","0:37:44 (approx)","2004 Summer"
36376,"Audio","Active","Administrator","2004-08-08 12:59","S52","","Zen Mountain Monastery","Jiko McIntosh's Novice Ordination","","","John Daido Loori","","1","None","0:54:03 (approx)","2004 Summer"
36375,"Audio","Active","Administrator","2004-08-01 12:59","S51","240","Zen Mountain Monastery","Jinfeng's ""The Way Of Going Beyond""","","","John Daido Loori","True Dharma Eye","240","None","0:47:59 (approx)","2004 Summer"
36374,"Audio","Active","Administrator","2004-08-06 12:59","L55","52","Zen Mountain Monastery","Clear The Table","","","Bonnie Myotai Treace","Book of Serenity","52","None","0:45:56 (approx)","2004 Summer"
36373,"Audio","Active","Administrator","2004-07-22 12:59","S50","","Zen Mountain Monastery","Do Our Lives Matter?","","","Ron Hogen Green","","1","None","0:55:34 (approx)","2004 Summer"
36372,"Audio","Active","Administrator","2004-07-25 12:59","S49","","Zen Mountain Monastery","Nothing Gained From River Sou","","","John Daido Loori","Koans of the Way of Reality","1","None","0:38:13 (approx)","2004 Summer"
36371,"Audio","Active","Administrator","2004-07-24 12:59","S48","","Zen Mountain Monastery","The Slippery Rock","","","John Daido Loori","Koans of the Way of Reality","1","None","0:41:26 (approx)","2004 Summer"
36370,"Audio","Active","Administrator","2004-07-23 12:59","S47","44","Zen Mountain Monastery","Ho-shan's Knowing How To Beat The Drum","","","Geoffrey Shugen Arnold","","44","None","0:46:32 (approx)","2004 Summer"
36369,"Audio","Active","Administrator","2004-07-21 12:59","S46","","Zen Mountain Monastery","From The Sutra Of Complete Enlightenment: On Illusion","","","Geoffrey Shugen Arnold","","1","None","0:40:37 (approx)","2004 Summer"
36368,"Audio","Active","Administrator","2004-07-18 12:59","S45","84","Zen Mountain Monastery","Judi's One Finger","","","Geoffrey Shugen Arnold","Book of Serenity","84","None","0:46:58 (approx)","2004 Summer"
36367,"Audio","Active","Administrator","2004-07-09 12:59","S45.1","","Zen Mountain Monastery","Many Faces Of Dogen Conference: Introduction And Presentation","","","John Daido Loori","","1","None","1:16:52 (approx)","2004 Summer"
36366,"Audio","Active","Administrator","2004-07-10 12:59","S45.11","","Zen Mountain Monastery","Dogen Conference: On Dogen's 300 Koan Shobogenzo","","","John Daido Loori","","1","None","1:01:41 (approx)","2004 Summer"
36365,"Audio","Active","Administrator","2004-07-04 12:59","S44","","Zen Mountain Monastery","Shitou's Essential Principle Of Caoxi","","","John Daido Loori","Koans of the Way of Reality","1","None","0:36:16 (approx)","2004 Summer"
36364,"Audio","Active","Administrator","2004-06-27 12:59","S43","22","Zen Mountain Monastery","Yantou's Bow And Shout","","","Geoffrey Shugen Arnold","Book of Serenity","22","None","0:46:11 (approx)","2004 Summer"
36363,"Audio","Active","Administrator","2004-06-27 12:59","S42","79","Zen Mountain Monastery","Touzi's All Sounds","","","Bonnie Myotai Treace","","79","None","0:44:52 (approx)","2004 Summer"
36362,"Audio","Active","Administrator","2004-06-25 12:59","S41","30","Zen Mountain Monastery","Mind Is Buddha","","","Geoffrey Shugen Arnold","Gateless Gate","30","None","0:39:23 (approx)","2004 Summer"
36361,"Audio","Active","Administrator","2004-06-13 12:59","S36","","Zen Mountain Monastery","Hongzhi's Awakening","","","John Daido Loori","Koans of the Way of Reality","1","None","0:53:39 (approx)","2004 Summer"
36360,"Audio","Active","Administrator","2004-06-06 12:59","S35","","Zen Mountain Monastery","Danyuan's Formless Place Of Realization","","","John Daido Loori","Koans of the Way of Reality","1","None","0:42:57 (approx)","2004 Summer"
36359,"Audio","Active","Administrator","2004-05-30 12:59","S34","121","Zen Mountain Monastery","Mayu Locks The Gate","","","John Daido Loori","True Dharma Eye","121","None","0:41:27 (approx)","2004 Spring Ango"
36358,"Audio","Active","Administrator","2004-05-27 12:59","S33.2","","Zen Mountain Monastery","Mondo: Zen And The Art Of Creativity, Part 2","","","John Daido Loori","","1","None","0:43:57 (approx)","2004 Spring Ango"
36357,"Audio","Active","Administrator","2004-05-27 12:59","S33.1","","Zen Mountain Monastery","Mondo: Zen And The Art Of Creativity, Part 1","","","John Daido Loori","","1","None","1:01:09 (approx)","2004 Spring Ango"
36356,"Audio","Active","Administrator","2004-05-23 12:59","S32","","Zen Mountain Monastery","Dharma Combat","","","John Daido Loori","","1","None","0:57:20 (approx)","2004 Spring Ango"
36355,"Audio","Active","Administrator","2004-05-22 12:59","S31","","Zen Mountain Monastery","Dogen's Eye Of Study","","","John Daido Loori","Koans of the Way of Reality","1","None","0:46:23 (approx)","2004 Spring Ango"
36354,"Audio","Active","Administrator","2004-05-21 12:59","S30","14","Zen Mountain Monastery","Attendant Huo Passes Tea","","","Geoffrey Shugen Arnold","Book of Serenity","14","None","0:51:14 (approx)","2004 Spring Ango"
36353,"Audio","Active","Administrator","2004-05-16 12:59","S27","","Zen Mountain Monastery","The Shopkeeper's Pervasive Spirituality","","","John Daido Loori","Koans of the Way of Reality","1","None","0:39:43 (approx)","2004 Spring Ango"
